Date,Adj Close,Symbol
2020-09-01,147.59,WMT
2020-09-02,147.68,WMT
2020-09-03,144.54,WMT
2020-09-04,142.83,WMT
2020-09-08,138.45,WMT
2020-09-09,139.89,WMT
2020-09-10,136.81,WMT
2020-09-11,136.7,WMT
2020-09-14,137.32,WMT
2020-09-15,137.36,WMT
2020-09-16,136.26,WMT
2020-09-17,136.69,WMT
2020-09-18,135.29,WMT
2020-09-21,137.07,WMT
2020-09-22,138.31,WMT
2020-09-23,135.99,WMT
2020-09-24,136.7,WMT
2020-09-25,137.27,WMT
2020-09-28,137.25,WMT
2020-09-29,137.14,WMT
2020-09-30,139.91,WMT
2020-10-01,143.08,WMT
2020-10-02,140.5,WMT
2020-10-05,141.8,WMT
2020-10-06,140.63,WMT
2020-10-07,140.89,WMT
2020-10-08,141.36,WMT
2020-10-09,142.78,WMT
2020-10-12,144.25,WMT
2020-10-13,146.23,WMT
2020-10-14,143.94,WMT
2020-10-15,144.53,WMT
2020-10-16,144.71,WMT
2020-10-19,142.95,WMT
2020-10-20,143.9,WMT
2020-10-21,144.4,WMT
2020-10-22,143.55,WMT
2020-10-23,143.85,WMT
2020-10-26,142.16,WMT
2020-10-27,142.87,WMT
2020-10-28,140.04,WMT
2020-10-29,139.92,WMT
2020-10-30,138.75,WMT
2020-11-02,140.4,WMT
2020-11-03,142.78,WMT
2020-11-04,141.96,WMT
2020-11-05,143.47,WMT
2020-11-06,145.77,WMT
2020-11-09,143.54,WMT
2020-11-10,145.56,WMT
2020-11-11,147.98,WMT
2020-11-12,148.23,WMT
2020-11-13,150.54,WMT
2020-11-16,152.44,WMT
2020-11-17,149.37,WMT
2020-11-18,149.09,WMT
2020-11-19,152.12,WMT
2020-11-20,150.24,WMT
2020-11-23,150.93,WMT
2020-11-24,151.36,WMT
2020-11-25,151.83,WMT
2020-11-27,151.6,WMT
2020-11-30,152.79,WMT
