Date,Adj Close,Symbol
2020-09-01,284.44,HD
2020-09-02,287.2,HD
2020-09-03,274.63,HD
2020-09-04,269.66,HD
2020-09-08,269.26,HD
2020-09-09,277.04,HD
2020-09-10,272.7,HD
2020-09-11,276.33,HD
2020-09-14,280.65,HD
2020-09-15,285.58,HD
2020-09-16,281.63,HD
2020-09-17,279.96,HD
2020-09-18,275.19,HD
2020-09-21,272.35,HD
2020-09-22,273.31,HD
2020-09-23,266.55,HD
2020-09-24,265.7,HD
2020-09-25,268.55,HD
2020-09-28,272.33,HD
2020-09-29,272.11,HD
2020-09-30,277.71,HD
2020-10-01,277.62,HD
2020-10-02,279.31,HD
2020-10-05,282.1,HD
2020-10-06,276.47,HD
2020-10-07,282.79,HD
2020-10-08,284.52,HD
2020-10-09,285.92,HD
2020-10-12,286.91,HD
2020-10-13,290.36,HD
2020-10-14,287.09,HD
2020-10-15,287.54,HD
2020-10-16,287.66,HD
2020-10-19,283.73,HD
2020-10-20,286.04,HD
2020-10-21,284.51,HD
2020-10-22,281.16,HD
2020-10-23,283.0,HD
2020-10-26,276.04,HD
2020-10-27,276.84,HD
2020-10-28,269.72,HD
2020-10-29,269.63,HD
2020-10-30,266.71,HD
2020-11-02,270.74,HD
2020-11-03,277.37,HD
2020-11-04,282.72,HD
2020-11-05,285.85,HD
2020-11-06,284.24,HD
2020-11-09,269.97,HD
2020-11-10,275.57,HD
2020-11-11,277.75,HD
2020-11-12,276.24,HD
2020-11-13,277.17,HD
2020-11-16,279.57,HD
2020-11-17,272.47,HD
2020-11-18,269.83,HD
2020-11-19,270.93,HD
2020-11-20,269.81,HD
2020-11-23,271.4,HD
2020-11-24,273.31,HD
2020-11-25,273.96,HD
2020-11-27,275.99,HD
2020-11-30,277.41,HD
