Date,Adj Close,Symbol
2020-09-01,133.95,AAPL
2020-09-02,131.17,AAPL
2020-09-03,120.67,AAPL
2020-09-04,120.75,AAPL
2020-09-08,112.63,AAPL
2020-09-09,117.12,AAPL
2020-09-10,113.29,AAPL
2020-09-11,111.81,AAPL
2020-09-14,115.16,AAPL
2020-09-15,115.34,AAPL
2020-09-16,111.94,AAPL
2020-09-17,110.15,AAPL
2020-09-18,106.66,AAPL
2020-09-21,109.89,AAPL
2020-09-22,111.62,AAPL
2020-09-23,106.94,AAPL
2020-09-24,108.03,AAPL
2020-09-25,112.09,AAPL
2020-09-28,114.76,AAPL
2020-09-29,113.89,AAPL
2020-09-30,115.61,AAPL
2020-10-01,116.59,AAPL
2020-10-02,112.83,AAPL
2020-10-05,116.3,AAPL
2020-10-06,112.97,AAPL
2020-10-07,114.88,AAPL
2020-10-08,114.77,AAPL
2020-10-09,116.77,AAPL
2020-10-12,124.19,AAPL
2020-10-13,120.89,AAPL
2020-10-14,120.98,AAPL
2020-10-15,120.5,AAPL
2020-10-16,118.82,AAPL
2020-10-19,115.78,AAPL
2020-10-20,117.31,AAPL
2020-10-21,116.67,AAPL
2020-10-22,115.55,AAPL
2020-10-23,114.84,AAPL
2020-10-26,114.85,AAPL
2020-10-27,116.4,AAPL
2020-10-28,111.01,AAPL
2020-10-29,115.12,AAPL
2020-10-30,108.67,AAPL
2020-11-02,108.58,AAPL
2020-11-03,110.25,AAPL
2020-11-04,114.75,AAPL
2020-11-05,118.82,AAPL
2020-11-06,118.69,AAPL
2020-11-09,116.32,AAPL
2020-11-10,115.97,AAPL
2020-11-11,119.49,AAPL
2020-11-12,119.21,AAPL
2020-11-13,119.26,AAPL
2020-11-16,120.3,AAPL
2020-11-17,119.39,AAPL
2020-11-18,118.03,AAPL
2020-11-19,118.64,AAPL
2020-11-20,117.34,AAPL
2020-11-23,113.85,AAPL
2020-11-24,115.17,AAPL
2020-11-25,116.03,AAPL
2020-11-27,116.59,AAPL
2020-11-30,119.05,AAPL
