Date,Adj Close,Symbol
2020-09-01,226.68,MSFT
2020-09-02,231.05,MSFT
2020-09-03,216.73,MSFT
2020-09-04,213.69,MSFT
2020-09-08,202.13,MSFT
2020-09-09,210.74,MSFT
2020-09-10,204.83,MSFT
2020-09-11,203.5,MSFT
2020-09-14,204.87,MSFT
2020-09-15,208.23,MSFT
2020-09-16,204.51,MSFT
2020-09-17,202.38,MSFT
2020-09-18,199.87,MSFT
2020-09-21,202.01,MSFT
2020-09-22,206.88,MSFT
2020-09-23,200.07,MSFT
2020-09-24,202.66,MSFT
2020-09-25,207.28,MSFT
2020-09-28,208.89,MSFT
2020-09-29,206.72,MSFT
2020-09-30,209.78,MSFT
2020-10-01,211.91,MSFT
2020-10-02,205.65,MSFT
2020-10-05,209.83,MSFT
2020-10-06,205.37,MSFT
2020-10-07,209.28,MSFT
2020-10-08,210.03,MSFT
2020-10-09,215.25,MSFT
2020-10-12,220.82,MSFT
2020-10-13,222.28,MSFT
2020-10-14,220.28,MSFT
2020-10-15,219.09,MSFT
2020-10-16,219.09,MSFT
2020-10-19,213.66,MSFT
2020-10-20,214.09,MSFT
2020-10-21,214.24,MSFT
2020-10-22,214.33,MSFT
2020-10-23,215.67,MSFT
2020-10-26,209.53,MSFT
2020-10-27,212.69,MSFT
2020-10-28,202.15,MSFT
2020-10-29,204.19,MSFT
2020-10-30,201.94,MSFT
2020-11-02,201.8,MSFT
2020-11-03,205.89,MSFT
2020-11-04,215.82,MSFT
2020-11-05,222.71,MSFT
2020-11-06,223.14,MSFT
2020-11-09,217.82,MSFT
2020-11-10,210.46,MSFT
2020-11-11,215.98,MSFT
2020-11-12,214.88,MSFT
2020-11-13,215.94,MSFT
2020-11-16,216.66,MSFT
2020-11-17,213.9,MSFT
2020-11-18,211.08,MSFT
2020-11-19,212.42,MSFT
2020-11-20,210.39,MSFT
2020-11-23,210.11,MSFT
2020-11-24,213.86,MSFT
2020-11-25,213.87,MSFT
2020-11-27,215.23,MSFT
2020-11-30,214.07,MSFT
