Date,Adj Close,Symbol
2020-09-01,102.04,AXP
2020-09-02,103.97,AXP
2020-09-03,104.03,AXP
2020-09-04,105.23,AXP
2020-09-08,103.24,AXP
2020-09-09,103.35,AXP
2020-09-10,102.34,AXP
2020-09-11,102.93,AXP
2020-09-14,106.82,AXP
2020-09-15,106.24,AXP
2020-09-16,105.54,AXP
2020-09-17,104.22,AXP
2020-09-18,103.01,AXP
2020-09-21,97.76,AXP
2020-09-22,98.07,AXP
2020-09-23,95.16,AXP
2020-09-24,95.05,AXP
2020-09-25,95.86,AXP
2020-09-28,98.41,AXP
2020-09-29,97.34,AXP
2020-09-30,99.83,AXP
2020-10-01,100.91,AXP
2020-10-02,101.19,AXP
2020-10-05,103.46,AXP
2020-10-06,101.34,AXP
2020-10-07,102.95,AXP
2020-10-08,106.06,AXP
2020-10-09,106.34,AXP
2020-10-12,106.61,AXP
2020-10-13,105.01,AXP
2020-10-14,104.81,AXP
2020-10-15,104.43,AXP
2020-10-16,104.91,AXP
2020-10-19,102.47,AXP
2020-10-20,103.14,AXP
2020-10-21,101.43,AXP
2020-10-22,104.79,AXP
2020-10-23,100.98,AXP
2020-10-26,96.88,AXP
2020-10-27,94.93,AXP
2020-10-28,91.6,AXP
2020-10-29,91.07,AXP
2020-10-30,91.24,AXP
2020-11-02,93.4,AXP
2020-11-03,96.29,AXP
2020-11-04,96.4,AXP
2020-11-05,98.11,AXP
2020-11-06,96.69,AXP
2020-11-09,117.37,AXP
2020-11-10,115.95,AXP
2020-11-11,111.12,AXP
2020-11-12,111.1,AXP
2020-11-13,114.99,AXP
2020-11-16,118.67,AXP
2020-11-17,116.48,AXP
2020-11-18,114.24,AXP
2020-11-19,114.14,AXP
2020-11-20,112.58,AXP
2020-11-23,116.09,AXP
2020-11-24,120.39,AXP
2020-11-25,120.58,AXP
2020-11-27,120.59,AXP
2020-11-30,118.59,AXP
