Date,Adj Close,Symbol
2020-09-01,211.43,MCD
2020-09-02,214.95,MCD
2020-09-03,212.54,MCD
2020-09-04,210.48,MCD
2020-09-08,212.32,MCD
2020-09-09,214.44,MCD
2020-09-10,215.96,MCD
2020-09-11,216.71,MCD
2020-09-14,219.26,MCD
2020-09-15,221.06,MCD
2020-09-16,223.48,MCD
2020-09-17,221.26,MCD
2020-09-18,218.97,MCD
2020-09-21,215.13,MCD
2020-09-22,215.13,MCD
2020-09-23,213.7,MCD
2020-09-24,214.84,MCD
2020-09-25,216.89,MCD
2020-09-28,218.96,MCD
2020-09-29,217.39,MCD
2020-09-30,218.19,MCD
2020-10-01,218.29,MCD
2020-10-02,221.35,MCD
2020-10-05,224.73,MCD
2020-10-06,222.77,MCD
2020-10-07,225.14,MCD
2020-10-08,224.47,MCD
2020-10-09,223.5,MCD
2020-10-12,224.77,MCD
2020-10-13,226.01,MCD
2020-10-14,226.28,MCD
2020-10-15,228.28,MCD
2020-10-16,228.01,MCD
2020-10-19,224.66,MCD
2020-10-20,226.11,MCD
2020-10-21,226.84,MCD
2020-10-22,227.8,MCD
2020-10-23,227.36,MCD
2020-10-26,222.94,MCD
2020-10-27,221.65,MCD
2020-10-28,213.42,MCD
2020-10-29,213.68,MCD
2020-10-30,211.74,MCD
2020-11-02,211.3,MCD
2020-11-03,215.52,MCD
2020-11-04,213.6,MCD
2020-11-05,215.03,MCD
2020-11-06,215.28,MCD
2020-11-09,211.96,MCD
2020-11-10,212.06,MCD
2020-11-11,216.73,MCD
2020-11-12,211.81,MCD
2020-11-13,212.02,MCD
2020-11-16,215.45,MCD
2020-11-17,214.73,MCD
2020-11-18,214.25,MCD
2020-11-19,213.84,MCD
2020-11-20,212.83,MCD
2020-11-23,215.72,MCD
2020-11-24,218.41,MCD
2020-11-25,218.04,MCD
2020-11-27,217.04,MCD
2020-11-30,217.44,MCD
