Date,Adj Close,Symbol
2020-09-01,41.65,CSCO
2020-09-02,42.03,CSCO
2020-09-03,40.58,CSCO
2020-09-04,40.45,CSCO
2020-09-08,39.63,CSCO
2020-09-09,39.76,CSCO
2020-09-10,39.21,CSCO
2020-09-11,39.52,CSCO
2020-09-14,40.0,CSCO
2020-09-15,40.23,CSCO
2020-09-16,40.05,CSCO
2020-09-17,40.0,CSCO
2020-09-18,39.45,CSCO
2020-09-21,38.68,CSCO
2020-09-22,38.96,CSCO
2020-09-23,37.93,CSCO
2020-09-24,37.5,CSCO
2020-09-25,38.1,CSCO
2020-09-28,38.77,CSCO
2020-09-29,38.7,CSCO
2020-09-30,39.03,CSCO
2020-10-01,38.8,CSCO
2020-10-02,38.27,CSCO
2020-10-05,38.57,CSCO
2020-10-06,38.57,CSCO
2020-10-07,39.4,CSCO
2020-10-08,39.79,CSCO
2020-10-09,39.85,CSCO
2020-10-12,40.36,CSCO
2020-10-13,39.81,CSCO
2020-10-14,39.89,CSCO
2020-10-15,39.97,CSCO
2020-10-16,40.16,CSCO
2020-10-19,39.3,CSCO
2020-10-20,39.2,CSCO
2020-10-21,39.06,CSCO
2020-10-22,38.82,CSCO
2020-10-23,38.82,CSCO
2020-10-26,37.67,CSCO
2020-10-27,36.87,CSCO
2020-10-28,35.71,CSCO
2020-10-29,35.69,CSCO
2020-10-30,35.9,CSCO
2020-11-02,35.9,CSCO
2020-11-03,36.68,CSCO
2020-11-04,36.57,CSCO
2020-11-05,37.23,CSCO
2020-11-06,37.53,CSCO
2020-11-09,38.2,CSCO
2020-11-10,38.72,CSCO
2020-11-11,39.33,CSCO
2020-11-12,38.67,CSCO
2020-11-13,41.4,CSCO
2020-11-16,42.54,CSCO
2020-11-17,41.88,CSCO
2020-11-18,41.32,CSCO
2020-11-19,41.17,CSCO
2020-11-20,40.97,CSCO
2020-11-23,41.64,CSCO
2020-11-24,42.61,CSCO
2020-11-25,42.5,CSCO
2020-11-27,42.7,CSCO
2020-11-30,43.02,CSCO
