Date,Adj Close,Symbol
2020-09-01,133.55,DIS
2020-09-02,135.39,DIS
2020-09-03,133.24,DIS
2020-09-04,131.99,DIS
2020-09-08,134.2,DIS
2020-09-09,133.36,DIS
2020-09-10,133.22,DIS
2020-09-11,131.75,DIS
2020-09-14,131.25,DIS
2020-09-15,131.24,DIS
2020-09-16,132.09,DIS
2020-09-17,130.22,DIS
2020-09-18,128.63,DIS
2020-09-21,125.41,DIS
2020-09-22,127.21,DIS
2020-09-23,123.28,DIS
2020-09-24,122.49,DIS
2020-09-25,124.0,DIS
2020-09-28,125.99,DIS
2020-09-29,125.4,DIS
2020-09-30,124.08,DIS
2020-10-01,123.31,DIS
2020-10-02,122.55,DIS
2020-10-05,123.37,DIS
2020-10-06,120.93,DIS
2020-10-07,122.91,DIS
2020-10-08,123.09,DIS
2020-10-09,124.98,DIS
2020-10-12,124.97,DIS
2020-10-13,128.96,DIS
2020-10-14,126.59,DIS
2020-10-15,127.36,DIS
2020-10-16,126.81,DIS
2020-10-19,124.23,DIS
2020-10-20,124.95,DIS
2020-10-21,126.63,DIS
2020-10-22,127.56,DIS
2020-10-23,128.35,DIS
2020-10-26,124.06,DIS
2020-10-27,123.31,DIS
2020-10-28,118.47,DIS
2020-10-29,121.54,DIS
2020-10-30,121.25,DIS
2020-11-02,120.13,DIS
2020-11-03,124.02,DIS
2020-11-04,125.07,DIS
2020-11-05,126.96,DIS
2020-11-06,127.46,DIS
2020-11-09,142.59,DIS
2020-11-10,142.11,DIS
2020-11-11,137.82,DIS
2020-11-12,135.52,DIS
2020-11-13,138.36,DIS
2020-11-16,144.67,DIS
2020-11-17,144.5,DIS
2020-11-18,143.9,DIS
2020-11-19,141.72,DIS
2020-11-20,141.07,DIS
2020-11-23,145.98,DIS
2020-11-24,151.49,DIS
2020-11-25,149.09,DIS
2020-11-27,147.13,DIS
2020-11-30,148.01,DIS
