Date,Adj Close,Symbol
2020-09-01,99.22,JPM
2020-09-02,100.72,JPM
2020-09-03,100.4,JPM
2020-09-04,102.57,JPM
2020-09-08,99.0,JPM
2020-09-09,99.94,JPM
2020-09-10,98.91,JPM
2020-09-11,100.14,JPM
2020-09-14,101.53,JPM
2020-09-15,98.37,JPM
2020-09-16,98.78,JPM
2020-09-17,97.65,JPM
2020-09-18,97.45,JPM
2020-09-21,94.43,JPM
2020-09-22,93.4,JPM
2020-09-23,91.89,JPM
2020-09-24,91.81,JPM
2020-09-25,92.61,JPM
2020-09-28,95.28,JPM
2020-09-29,94.47,JPM
2020-09-30,95.38,JPM
2020-10-01,96.08,JPM
2020-10-02,96.99,JPM
2020-10-05,99.04,JPM
2020-10-06,98.02,JPM
2020-10-07,99.73,JPM
2020-10-08,101.78,JPM
2020-10-09,101.2,JPM
2020-10-12,102.44,JPM
2020-10-13,100.78,JPM
2020-10-14,100.22,JPM
2020-10-15,101.72,JPM
2020-10-16,101.51,JPM
2020-10-19,99.8,JPM
2020-10-20,100.37,JPM
2020-10-21,99.37,JPM
2020-10-22,102.88,JPM
2020-10-23,103.81,JPM
2020-10-26,101.24,JPM
2020-10-27,99.33,JPM
2020-10-28,96.54,JPM
2020-10-29,97.17,JPM
2020-10-30,98.04,JPM
2020-11-02,100.25,JPM
2020-11-03,103.41,JPM
2020-11-04,100.25,JPM
2020-11-05,104.35,JPM
2020-11-06,102.96,JPM
2020-11-09,116.9,JPM
2020-11-10,116.52,JPM
2020-11-11,114.78,JPM
2020-11-12,113.37,JPM
2020-11-13,114.08,JPM
2020-11-16,117.3,JPM
2020-11-17,116.11,JPM
2020-11-18,115.25,JPM
2020-11-19,115.56,JPM
2020-11-20,114.57,JPM
2020-11-23,117.87,JPM
2020-11-24,123.32,JPM
2020-11-25,122.03,JPM
2020-11-27,121.22,JPM
2020-11-30,117.88,JPM
