Date,Adj Close,Symbol
2020-09-01,163.39,MMM
2020-09-02,168.06,MMM
2020-09-03,164.88,MMM
2020-09-04,164.35,MMM
2020-09-08,161.77,MMM
2020-09-09,164.28,MMM
2020-09-10,161.75,MMM
2020-09-11,164.74,MMM
2020-09-14,167.02,MMM
2020-09-15,165.14,MMM
2020-09-16,168.06,MMM
2020-09-17,170.9,MMM
2020-09-18,168.1,MMM
2020-09-21,159.98,MMM
2020-09-22,160.95,MMM
2020-09-23,158.14,MMM
2020-09-24,159.04,MMM
2020-09-25,158.9,MMM
2020-09-28,160.27,MMM
2020-09-29,158.44,MMM
2020-09-30,158.81,MMM
2020-10-01,157.43,MMM
2020-10-02,158.98,MMM
2020-10-05,161.35,MMM
2020-10-06,160.84,MMM
2020-10-07,165.06,MMM
2020-10-08,166.27,MMM
2020-10-09,167.85,MMM
2020-10-12,167.2,MMM
2020-10-13,165.2,MMM
2020-10-14,166.96,MMM
2020-10-15,167.63,MMM
2020-10-16,169.5,MMM
2020-10-19,168.1,MMM
2020-10-20,169.48,MMM
2020-10-21,167.72,MMM
2020-10-22,169.25,MMM
2020-10-23,168.34,MMM
2020-10-26,164.73,MMM
2020-10-27,159.65,MMM
2020-10-28,157.17,MMM
2020-10-29,157.12,MMM
2020-10-30,158.59,MMM
2020-11-02,161.54,MMM
2020-11-03,164.09,MMM
2020-11-04,158.79,MMM
2020-11-05,161.8,MMM
2020-11-06,161.62,MMM
2020-11-09,162.03,MMM
2020-11-10,167.69,MMM
2020-11-11,167.76,MMM
2020-11-12,165.62,MMM
2020-11-13,168.33,MMM
2020-11-16,172.37,MMM
2020-11-17,172.15,MMM
2020-11-18,169.93,MMM
2020-11-19,171.61,MMM
2020-11-20,172.89,MMM
2020-11-23,174.14,MMM
2020-11-24,177.08,MMM
2020-11-25,177.12,MMM
2020-11-27,176.89,MMM
2020-11-30,172.73,MMM
